DOI,poci,openalex,coci,venue,publication_year,is_oa
10.1016/j.eswa.2022.118996,False,True,True,Expert Systems With Applications,2022,False
10.1145/3503161.3547804,False,True,True,Proceedings of the 30th ACM International Conference on Multimedia,2022,True
10.3389/fnins.2022.860208,False,True,True,Frontiers in Neuroscience,2022,True
10.1364/boe.467683,False,True,True,Biomedical Optics Express,2022,True
10.1016/j.media.2022.102656,False,True,True,Medical Image Analysis,2022,False
10.1155/2022/8619690,False,True,True,Stem Cells International,2022,True
10.1109/jbhi.2022.3214999,False,True,False,IEEE Journal of Biomedical and Health Informatics,2022,False
10.1088/2057-1976/ac9b5b,False,True,True,Biomedical Physics & Engineering Express,2022,False
10.1016/j.compbiomed.2022.106231,False,True,True,Computers in Biology and Medicine,2022,False
10.3390/app122110763,False,True,True,Applied sciences,2022,True
10.21203/rs.3.rs-2203596/v1,False,True,True,Research Square (Research Square),2022,True
10.7717/peerj-cs.1090,False,True,True,PeerJ,2022,True
10.34133/2022/9807590,False,True,True,BME frontiers,2022,True
10.3390/app122111016,False,True,True,Applied sciences,2022,True
10.1007/s00521-022-07934-7,False,True,True,Neural Computing and Applications,2022,True
10.1111/exsy.13176,False,True,True,Expert Systems,2022,False
10.21203/rs.3.rs-2205728/v1,False,True,True,Research Square (Research Square),2022,True
10.1109/icip46576.2022.9897658,False,True,False,HAL (Le Centre pour la Communication Scientifique Directe),2022,True
10.1007/s00234-022-03074-w,False,True,True,Neuroradiology,2022,True
10.1016/j.neunet.2022.10.026,False,True,True,Neural Networks,2022,True
10.1002/ima.22826,False,True,True,International Journal of Imaging Systems and Technology,2022,False
10.1016/j.ibneur.2022.10.014,False,True,True,IBRO neuroscience reports,2022,True
10.3389/fnhum.2022.932441,False,True,True,Frontiers in Human Neuroscience,2022,True
10.1016/j.bspc.2022.104336,False,True,True,Biomedical Signal Processing and Control,2023,True
10.1002/ima.22822,False,True,True,International Journal of Imaging Systems and Technology,2022,False
10.1002/mp.16072,False,True,False,Medical Physics,2022,False
10.1007/s11042-022-14088-0,False,True,True,Multimedia Tools and Applications,2022,False
10.1038/s41598-022-22172-6,False,True,True,Scientific Reports,2022,True
10.1002/mp.16059,False,True,True,Medical Physics,2022,True
10.3390/diagnostics12112765,False,True,True,Diagnostics,2022,True
10.1007/s11517-022-02714-w,False,True,True,Medical & Biological Engineering & Computing,2022,False
10.1088/1361-6560/aca375,False,True,False,Physics in Medicine and Biology,2022,False
10.1007/s10489-022-04209-5,False,True,True,Applied Intelligence,2022,False
10.3390/cancers14225608,False,True,True,Cancers,2022,True
10.1007/978-3-031-19604-1_6,False,True,True,Studies in computational intelligence,2022,False
10.1038/s42256-022-00560-x,False,True,True,Nature Machine Intelligence,2022,False
10.1109/icosec54921.2022.9951913,False,True,True,2022 3rd International Conference on Smart Electronics and Communication (ICOSEC),2022,False
10.3389/fonc.2022.1037896,False,True,True,Frontiers in Oncology,2022,True
10.1109/jtehm.2022.3219625,False,True,True,IEEE Journal of Translational Engineering in Health and Medicine,2023,True
10.1016/j.neucom.2022.11.038,False,True,True,Neurocomputing,2022,False
10.3390/e24121755,False,True,False,Entropy,2022,True
10.1109/icsp56322.2022.9965327,False,True,False,2022 16th IEEE International Conference on Signal Processing (ICSP),2022,False
10.3171/2022.10.jns22801,False,True,False,Journal of Neurosurgery,2022,False
10.1109/uemcon54665.2022.9965705,False,True,False,"2022 IEEE 13th Annual Ubiquitous Computing, Electronics &amp; Mobile Communication Conference (UEMCON)",2022,False
10.3389/fnins.2022.1054948,False,True,True,Frontiers in Neuroscience,2022,True
10.1088/1361-6560/aca74c,False,True,False,Physics in Medicine and Biology,2022,True
10.3390/math10234566,False,True,False,Mathematics,2022,True
10.1002/rcs.2487,False,True,False,International Journal of Medical Robotics and Computer Assisted Surgery,2022,False
10.31202/ecjse.1141335,False,True,False,El-cezeri,2022,True
10.1186/s12859-022-05039-5,False,True,False,BMC Bioinformatics,2022,True
10.1016/j.bej.2022.108764,False,True,False,Biochemical Engineering Journal,2022,True
10.1016/j.media.2022.102726,False,True,False,Medical Image Analysis,2022,True
10.1038/s41597-022-01881-7,False,True,False,Scientific Data,2022,True
10.3390/jimaging8120327,False,True,False,Journal of Imaging,2022,True
10.3390/diagnostics12123064,False,True,False,Diagnostics,2022,True
10.1109/scored57082.2022.9973855,False,True,False,2022 IEEE 20th Student Conference on Research and Development (SCOReD),2022,False
10.1080/08839514.2022.2151180,False,True,False,Applied Artificial Intelligence,2022,False
10.1016/j.eswa.2022.119435,False,True,False,Expert Systems With Applications,2022,False
10.1002/rob.22135,False,True,False,Journal of Field Robotics,2022,True
10.1007/s11042-022-14223-x,False,True,False,Multimedia Tools and Applications,2022,False
10.1016/j.cmpb.2022.107311,False,True,False,Computer Methods and Programs in Biomedicine,2022,False
10.1101/2022.12.07.22282726,False,True,False,medRxiv (Cold Spring Harbor Laboratory),2022,True
10.1109/ccisp55629.2022.9974427,False,True,False,"2022 7th International Conference on Communication, Image and Signal Processing (CCISP)",2022,False
10.1109/cisp-bmei56279.2022.9979978,False,True,False,"2022 15th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics (CISP-BMEI)",2022,False
10.1109/cisp-bmei56279.2022.9980185,False,True,False,"2022 15th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics (CISP-BMEI)",2022,False
10.1016/j.compbiomed.2022.106426,False,True,False,Computers in Biology and Medicine,2023,False
10.1093/jcde/qwac141,False,True,False,Journal of Computational Design and Engineering,2022,False
10.1016/j.eswa.2022.119462,False,True,False,Expert Systems With Applications,2022,False
10.1016/j.bspc.2022.104514,False,True,False,Biomedical Signal Processing and Control,2023,True
10.1007/978-3-031-19803-8_30,False,True,True,Lecture Notes in Computer Science,2022,False
10.1109/icpr56361.2022.9956094,False,True,True,2022 26th International Conference on Pattern Recognition (ICPR),2022,False
10.1007/978-3-031-17721-7_14,False,True,True,Lecture Notes in Computer Science,2022,True
10.1007/978-3-031-18523-6_13,False,True,True,Lecture Notes in Computer Science,2022,False
10.1109/icpr56361.2022.9956689,False,True,True,2022 26th International Conference on Pattern Recognition (ICPR),2022,False
10.1007/978-3-031-18523-6_12,False,True,True,Lecture Notes in Computer Science,2022,True
10.1007/978-3-031-18910-4_45,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-19803-8_24,False,True,True,Lecture Notes in Computer Science,2022,False
10.1109/cvpr52688.2022.02019,False,True,True,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),2022,True
10.4018/ijcvip.314947,False,True,False,International journal of computer vision and image processing,2022,True
10.23919/eusipco55093.2022.9909776,False,True,False,2022 30th European Signal Processing Conference (EUSIPCO),2022,False
10.1109/icfeict57213.2022.00096,False,True,True,"2022 2nd International Conference on Frontiers of Electronics, Information and Computation Technologies (ICFEICT)",2022,False
10.1109/mlise57402.2022.00025,False,True,True,2022 International Conference on Machine Learning and Intelligent Systems Engineering (MLISE),2022,False
10.1109/ijcnn55064.2022.9892850,False,True,True,2022 International Joint Conference on Neural Networks (IJCNN),2022,False
10.1007/978-981-19-2350-0_25,False,True,True,Cognitive science and technology,2022,False
10.1007/978-981-19-7943-9_5,False,True,False,Communications in computer and information science,2022,False
10.1109/access.2022.3222536,False,True,True,IEEE Access,2022,True
10.1109/access.2022.3223654,False,True,False,IEEE Access,2022,True
10.3934/mbe.2023136,False,True,False,Mathematical Biosciences and Engineering,2022,True
10.1007/978-3-031-18910-4_6,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-21517-9_5,False,True,False,Springer eBooks,2022,False
10.1109/cvpr52688.2022.01826,False,True,True,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),2022,True
10.1109/access.2022.3214309,False,True,True,IEEE Access,2022,True
10.1109/icvee57061.2022.9930354,False,True,True,2022 Fifth International Conference on Vocational Education and Electrical Engineering (ICVEE),2022,False
10.4018/ijsi.309721,False,True,True,International journal of software innovation,2022,False
10.1007/978-3-031-17979-2_13,False,True,True,Lecture Notes in Computer Science,2022,False
10.23919/ccc55666.2022.9902495,False,True,True,2022 41st Chinese Control Conference (CCC),2022,False
10.1016/j.procs.2022.09.220,False,True,True,Procedia Computer Science,2022,True
10.1109/gcat55367.2022.9971910,False,True,False,2022 IEEE 3rd Global Conference for Advancement in Technology (GCAT),2022,False
10.1109/icpr56361.2022.9956705,False,True,True,2022 26th International Conference on Pattern Recognition (ICPR),2022,False
10.1186/s12880-022-00919-x,False,True,False,BMC Medical Imaging,2022,True
10.1016/j.compmedimag.2022.102167,False,True,False,Computerized Medical Imaging and Graphics,2023,False
10.1007/978-3-031-11199-0_10,False,True,False,Integrated Science,2022,False
10.13005/bpj/2576,False,True,False,Biomedical and Pharmacology Journal,2022,True
10.18699/ssmj20220606,False,True,False,Sibirskij naučnyj medicinskij žurnal,2022,True
10.1109/ehb55594.2022.9991575,False,True,False,2022 E-Health and Bioengineering Conference (EHB),2022,False
10.1093/noajnl/vdac184,False,True,False,Neuro-oncology advances,2022,True
10.1007/s11760-022-02443-5,False,True,False,"Signal, Image and Video Processing",2023,False
10.3389/fradi.2022.1061402,False,True,False,Frontiers in radiology,2022,True
10.1007/s10278-022-00757-x,False,True,False,Journal of Digital Imaging,2023,False
10.3390/brainsci13010012,False,True,False,Brain Sciences,2022,True
10.1117/1.jei.32.6.062502,False,True,False,Journal of Electronic Imaging,2023,False
10.3390/medicina59010119,False,True,False,Medicina-lithuania,2023,True
10.3390/jcm12020538,False,True,False,Journal of Clinical Medicine,2023,True
10.1016/j.mex.2023.102009,False,True,False,MethodsX,2023,True
10.4103/jmp.jmp_52_22,False,True,False,Journal of Medical Physics,2022,True
10.21203/rs.3.rs-2444113/v1,False,True,False,Research Square (Research Square),2023,True
10.1016/j.ibmed.2023.100090,False,True,False,Intelligence-based medicine,2023,True
10.1109/iciea54703.2022.10005998,False,True,False,2022 IEEE 17th Conference on Industrial Electronics and Applications (ICIEA),2022,False
10.1016/j.compbiomed.2022.106428,False,True,False,Computers in Biology and Medicine,2023,True
10.1007/s10598-023-09567-4,False,True,False,Computational Mathematics and Modeling,2023,False
10.1007/s42979-022-01591-2,False,True,False,SN computer science,2023,False
10.1155/2023/1566123,False,True,False,Journal of Healthcare Engineering,2023,True
10.3389/fninf.2022.1056068,False,True,False,Frontiers in Neuroinformatics,2023,True
10.1038/s41598-023-27743-9,False,True,False,Scientific Reports,2023,True
10.3390/diagnostics13030363,False,True,False,Diagnostics,2023,True
10.1007/978-3-031-21506-3_1,False,True,False,Artificial Intelligence and Precision Oncology,2023,False
10.1016/j.compbiomed.2023.106585,False,True,False,Computers in Biology and Medicine,2023,True
10.1016/j.compbiomed.2023.106610,False,True,False,Computers in Biology and Medicine,2023,True
10.1016/j.neuri.2023.100116,False,True,False,Neuroscience Informatics,2023,True
10.1016/j.bea.2023.100074,False,True,False,Biomedical engineering advances,2023,True
10.1002/mp.16244,False,True,False,Medical Physics,2023,False
10.1016/j.procs.2023.01.036,False,True,False,Procedia Computer Science,2023,True
10.1016/j.procs.2023.01.053,False,True,False,Procedia Computer Science,2023,True
10.3389/fpubh.2023.1091850,False,True,False,Frontiers in Public Health,2023,True
10.1126/sciadv.add3607,False,True,False,Science Advances,2023,True
10.1002/ima.22853,False,True,False,International Journal of Imaging Systems and Technology,2023,False
10.1016/j.compbiomed.2023.106603,False,True,False,Computers in Biology and Medicine,2023,True
10.3390/diagnostics13030561,False,True,False,Diagnostics,2023,True
10.2478/ausi-2022-0014,False,True,False,Acta Universitatis Sapientiae: Informatica,2022,False
10.2478/ausi-2022-0018,False,True,False,Acta Universitatis Sapientiae: Informatica,2022,False
10.1016/j.compbiomed.2023.106626,False,True,False,Computers in Biology and Medicine,2023,False
10.1109/wacv56688.2023.00199,False,True,False,2023 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),2023,False
10.1109/wacv56688.2023.00494,False,True,False,2023 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),2023,True
10.1109/wacv56688.2023.00264,False,True,False,2023 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),2023,True
10.3390/diagnostics13040584,False,True,False,Diagnostics,2023,True
10.1007/s11060-023-04244-3,False,True,False,Journal of Neuro-oncology,2023,False
10.5114/pjr.2023.124434,False,True,False,Polish Journal of Radiology,2023,True
10.1109/icmnwc56175.2022.10031727,False,True,False,2022 IEEE 2nd International Conference on Mobile Networks and Wireless Communications (ICMNWC),2022,False
10.1088/1361-6560/acba74,False,True,False,Physics in Medicine and Biology,2023,True
10.1080/17469899.2023.2175672,False,True,False,Expert Review of Ophthalmology,2023,False
10.1016/j.compmedimag.2023.102188,False,True,False,Computerized Medical Imaging and Graphics,2023,False
10.1016/b978-0-12-819872-8.00009-4,False,True,False,Elsevier eBooks,2023,False
10.1007/978-3-031-25046-0_6,False,True,False,Lecture Notes in Computer Science,2023,False
10.1007/978-3-031-25046-0_9,False,True,False,Lecture Notes in Computer Science,2023,False
10.4018/978-1-6684-6434-2.ch003,False,True,False,IGI Global eBooks,2023,False
10.1007/978-981-19-5723-9_13,False,True,False,Advanced technologies and societal change,2023,False
